area_construida,area_util,bairro,cep,condominio,data,descricao,id,municipio,n_quartos,preco,tipo,titulo,url,vagas_garagem 
,60,Jardim Oceania,58037-750,R$ 0,2017-12-04,"2 quartos sendo uma suíte , sala para dois ambientes , cozinha , área de serviço , wc social Excelente localização no bessa , próximo à supermercado, padaria colégios R$ 800,00 com condomínio incluso e água 1 vaga de garagem descoberta Jullyana Castro - creci 8645F WhatsApp 98665-6433 oiTim 99811-1290",422585306,João Pessoa,2,800,Aluguel - apartamento padrão,Bessa 2 quartos apartamento térreo pertinho do mar,http://pb.olx.com.br/paraiba/imoveis/bessa-2-quartos-apartamento-terreo-pertinho-do-mar-422585306,1
,45,Manaíra,58038-421,,2017-12-04,"LIGUE JÁ e agende uma visita.(83) 98887-3095 -> Oi (WhatsApp >Telegram >Viber)(83) 99687-6785 -> TimPedro AlvaresCorretor de ImóveisCRECI 6394 FPOR FAVOR! LEIA TODO O ANÚNCIO!Não aluga para temporada, (não é mobiliado) o contrato anual.Excelente apto para aluguel em Manaíra, nas proximidades da praça da Rotam e a 350 metros da praia...Aluguel somente pra contrato anual.Valor com condomínio Incluso.APTO:-45m²-1 quarto suíte, amplo, (blindex e balção de pia)-Sala ampla (painel de tv)-Cozinha americana, (com armário projetado e balcão de pia)-Área de serviço,-1º andar,-posição nascente,-varanda ampla,-1 vaga de garagem.PRÉDIO:-9 andares,-elevadores,- piscina,- portaria 24h,-salão de festas,- idade de construção aproximadamente uns 2 anos......",422606426,João Pessoa,2,1400,Aluguel - apartamento padrão,"Aluguel ap 1º and Manaíra 1 suíte, 45m² a 350 mts da praia",http://pb.olx.com.br/paraiba/imoveis/aluguel-ap-1-and-manaira-1-suite-45m-a-350-mts-da-praia-422606426,1
,,Valentina De Figueiredo,58063-000,,2017-12-04,O quarto fica localizado próximo a universidade Facene/Famene e no valor do aluguel já está incluso os gastos com água e energia.,422565448,João Pessoa,,350,,Kitnet no Valentina,http://pb.olx.com.br/paraiba/imoveis/kitnet-no-valentina-422565448,
,58,Cristo Redentor,58071-710,R$ 0,2017-12-04,"Apto contendo 2 qts sendo uma suite, varanda frente sul, rua asfaltada,próximo de padarias, farmácias, parada de ônibus, etc.Valor com condominio incluso",422569078,João Pessoa,2,600,Aluguel - apartamento padrão,Lindo apto,http://pb.olx.com.br/paraiba/imoveis/lindo-apto-422569078,1
,48,Bessa,58035-430,,2017-12-03,Alugo Apartamento em João Pessoa,422428437,João Pessoa,2,1000,Aluguel - apartamento padrão,Apartamento Mobiliado,http://pb.olx.com.br/paraiba/imoveis/apartamento-mobiliado-422428437,1
,52,Gramame,58067-323,,2017-12-04,"Excelente apartamento para alugar, localizado noValentina (Parque do Sol), por apenas R$ 400,00 ejá com condomínio incluso. O apto possui:* 52 m²* 02 quartos, sendo uma suíte* Wc social* Cozinha reservada* Área de serviço* Sala de estar /jantar* 01 vaga de garagem descobertaNão perca a oportunidade de fazer uma visita. Para maiores informações, favor ligar para DonaMarilene:(83) 9 9375-3740 – Claro > WhatsApp",422580830,João Pessoa,2,400,Aluguel - apartamento padrão,"Excelente apto no Parque do Sol, por apenas R 400,00",http://pb.olx.com.br/paraiba/imoveis/excelente-apto-no-parque-do-sol-por-apenas-r-400-00-422580830,1
,160,Manaíra,58038-421,,2017-12-04,"LIGUE JÁ e agende uma visita.(83) 98887-3095 -> Oi (WhatsApp >Telegram >Viber)(83) 99687-6785 -> TimPedro AlvaresCorretor de ImóveisCRECI 6394 FPOR FAVOR! LEIA TODO O ANÚNCIO!ATENÇÃO!Prédio bem Localizado a 200 metros da praia e próximo a Praça Chateaubriand Arnaud (praça da Rotam).(CONDOMÍNIO INCLUSO) o resto de móveis visto nas fotos, não faz parte do aluguel. APTO:-160m²,-4 amplas suíte (2 com varanda)-3º andar,-posição Nascente.-sala para 2 ambientes com varanda, -lavabo, -cozinha, -área de serviço,-dispensa,-DCE, -2 vagas de garagem.PRÉDIO:-8 andares, sendo 2 apartamentos por andar.-2 elevadores,-Condomínio com piscina, -Portaria 24h com recepção,-salão de festas,-churrasqueira.-idade de construção aproximadamente uns 12 anos....",422609180,João Pessoa,4,2500,Aluguel - apartamento padrão,"Aluga.ap em Manaíra, 3º andar, 160m² a 200mt do mar",http://pb.olx.com.br/paraiba/imoveis/aluga-ap-em-manaira-3-andar-160m-a-200mt-do-mar-422609180,2
,58,Anatólia,58052-000,,2017-12-04,"ALUGOApartamento com 2 quartos, wc social, varanda, sala em ""L"", cozinha, área de serviço, 1 vaga na garagem.Contato: (83) 98858-8406Próximo a padaria, supermercado, parada de ônibus, vizinho a o colégio Geo Sul.Valor: R$ 700,00 com condomínio. Água e energia individual.",422610398,João Pessoa,2,700,Aluguel - apartamento padrão,"Apartamento bancários, 2 quartos",http://pb.olx.com.br/paraiba/imoveis/apartamento-bancarios-2-quartos-422610398,1
,,Tambauzinho,58042-040,,2017-12-04,"Grande oportunidade de apartamento para alugar ou vender com ótima localização no melhor do bairro Tambauzinho!- Área útil: 76,00m²- Quartos: 3- Suítes: 1- Garagens: 2- Salas: 1- Banheiros: 1Diferenciais:- Porteiro 24h- Churrasqueira- Piscina adulto- Salão de festasVenda: R$ 360 milAluguel: R$ 2.150,00 com condomínioCRECI 007-J",422610842,João Pessoa,3,2150,Aluguel - apartamento padrão,"Apartamento para alugar ou vender, Tambauzinho, João Pessoa, PB",http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-ou-vender-tambauzinho-joao-pessoa-pb-422610842,
,,Manaíra,58038-600,,2017-12-04,"Grande oportunidade de apartamento para alugar, com ótima localização no melhor do bairro Manaíra!- Previsão de entrega: 01/2018- Área útil: 62,50m², 71,00m² ou 91,20m²- Quartos: 2 ou 3- Suítes: 1 ou 2- Garagens: 1, 1 ou 2- Salas: Sala para 2 ambientes- Banheiros: 1Diferenciais:- Água individualizada- Área de serviço- Elevador- Gerador- Hall social- Revestimento Externo- Varanda- Interfone- Portão eletrônico- Porteiro 24h- Academia de ginástica- Área de Lazer- Brinquedoteca- Deck molhado- Espaço Gourmet- Kids clube- Piscina adulto- Piscina infantil- Quadra poliesportiva- Redário- Salão de festas- Salão de jogos- Acessibilidade- Escola privada- Escola pública- Farmácia- Hospital- Igreja- Mercado- Ponto de ônibus- Pré-instalação para split- Restaurante- Rua pavimentada- ShoppingA partir de R$ 1.500,00CRECI 007-J",422613199,João Pessoa,2,1500,Aluguel - apartamento padrão,"Apartamento para alugar, 2 ou 3 quartos em Manaíra, João Pessoa, PB - A partir de R 1.500",http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-2-ou-3-quartos-em-manaira-joao-pessoa-pb-a-partir-de-r-1-500-422613199,
,94,Manaíra,58038-421,,2017-12-04,"LIGUE JÁ e agende uma visita.(83) 98887-3095 -> Oi (WhatsApp >Telegram >Viber)(83) 99687-6785 -> TimPedro AlvaresCorretor de ImóveisCRECI 6394 FPOR FAVOR! LEIA TODO O ANÚNCIO!VALOR DO CONDOMINIO INCLUSO.Excelente apto próximo a praça Desembargador Silvo Porto. e distante da praia uns 700 metros.APTO:94m²,2 quartos sendo 1 suíte,DCE,Sala ampla,WC Social,Cozinha,Varanda,Nascente/sul,6º andar,1 vaga de garagem.PRÉDIO:Portaria 24hElevador,Água inclusa no condomínio.(não tem gás encanado).Idade de construção aproximadamente uns 20 anos....",422606764,João Pessoa,3,1400,Aluguel - apartamento padrão,Baixou.ap.Aluguel Manaíra 94m² 2Q + DCE 6º and Nascente/sul,http://pb.olx.com.br/paraiba/imoveis/baixou-ap-aluguel-manaira-94m-2q-dce-6-and-nascente-sul-422606764,1
,35,Bessa,58035-130,,2017-12-04,"ALUGOexcelente apartamentoBeira mar no Bessa-PB1 quarto, varanda, sala/ cozinha com armário, wc social, 1 vaga de garagem.Prédio com portaria, elevador, área de lazer na cobertura, piscina, salão de festas.R$ 950 c/ condomínio e gás inclusoContato:(83) 98858-8406OBS: O apartamento já possui os moveis da cozinha e do banheiro com blindex.",422618599,João Pessoa,1,950,Aluguel - loft/studio,"Apartamento 1 quarto, bessa",http://pb.olx.com.br/paraiba/imoveis/apartamento-1-quarto-bessa-422618599,1
,,Mangabeira,58056-138,,2017-12-04,"RES ELZIR MIRANDA ( cod no site AP00268)- Rua Júlio Cirilo da Silva, 166 - 2 quartos sendo 1 suite, sala, cozinha c/ área de serviço, wc social.- 2 vagas de garagem descobertas.- ALUGUEL R$ 650 SEM condomínio. NICOLA IMÓVEIS 0628-J(83) 3578-3988 / 98878-3988 (OI / whatsapp) / 99964-9250 (TIM)",422607460,João Pessoa,2,650,Aluguel - apartamento padrão,Apartamento de 2 quartos com 2 vagas de garagem - Mangabeira,http://pb.olx.com.br/paraiba/imoveis/apartamento-de-2-quartos-com-2-vagas-de-garagem-mangabeira-422607460,2
,,Cabo Branco,58045-180,,2017-12-04,"Oportunidade imperdível de apartamento para alugar com ótima localização no melhor do bairro Cabo Branco!- Área útil: 60,00m²- Quartos: 2- Suítes: 1- Garagens: 1- Banheiros: 1Diferenciais:- Elevador- Varanda- Porteiro 24h- Churrasqueira- Salão de festas- Salão de jogos- SaunaR$ 1.600,00 com condomínioCRECI 007-J",422615908,João Pessoa,2,1600,Aluguel - apartamento padrão,"Apartamento para alugar, Cabo Branco, João Pessoa, PB - R 1.600,00",http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-cabo-branco-joao-pessoa-pb-r-1-600-00-422615908,
,,Jardim São Paulo,58051-575,,2017-12-04,"2° andar, um lance de escada, 2 quartos, sendo um com ventilador e pequena prateleira, sala com ventilador de teto, cozinha com armários, área de serviço, varanda, garagem coberta e privativa, orientação norte. Janelas e varanda com grade, persiana na sala e nos quartos. Vidros das janelas e portas com película. Box e armario no banheiro. Condomínio e IPTU incluso no aluguel.",422619863,João Pessoa,2,750,Aluguel - apartamento padrão,Apto em ótma localização,http://pb.olx.com.br/paraiba/imoveis/apto-em-otma-localizacao-422619863,1
,58,13 De Maio,58025-650,,2017-12-04,"ALUGOApartamentos de 2 quartos, sendo 1 suíte, wc social, sala, varanda, cozinha/ área de serviço, 1 vaga de garagemR$ 700,00 com condomínio incluso, água e energia individual.contato: (83) 98858-8406",422621533,João Pessoa,2,700,Aluguel - apartamento padrão,"Apartamento 2 quartos, 13 de maio/PB",http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-13-de-maio-pb-422621533,1
,60,Manaíra,58038-470,,2017-12-04,"ALUGO APARTAMENTO EM MANAIRA COM TODOS OS MOVEIS E ELETRODOMÉSTICOS.UNIDADES:105 - 1.680,00 701 e 705 - 1.750,00 com condomínio (valores p contrato anual) Todos mobiliados Todos estes valores já incluem o condomínio de R$ 380,00. Por fora está água, gás, energia e IPTU. WHATSAPP 98813-7373",422622719,João Pessoa,2,1680,Aluguel - apartamento padrão,Apartamento em Manaíra (Aluguel),http://pb.olx.com.br/paraiba/imoveis/apartamento-em-manaira-aluguel-422622719,1
,74,Jardim Cidade Universitária,58052-310,,2017-12-04,"Ref.: 041 Bancários ? ÚLTIMAS UNIDADES - Excelente apartamento com 74m², bem localizado próximo a igreja St Antônio, Mangabeira shopping e ponto de ônibus. Apartamento composto por: 3 quartos, sendo 1 suíte, sala ampla em dois ambientes, varanda, wc social, cozinha e área de serviços, possuem 1 vaga de garagem descoberta. Edifico possui: revestimento em cerâmica, hidrômetros individuais, guarita, interfone e porteiro eletrônico digital. Condomínio dispõe de salão de festas. Os imóveis em carteira podem sofrer alteração de disponibilidade e valores sem aviso prévio por parte dos proprietários.- Condomínio incluso o valor do aluguelCOD 041",422677315,João Pessoa,3,0,Aluguel - apartamento padrão,"3 quartos, sendo 1 suíte próximo a Igreja St Antônio",http://pb.olx.com.br/paraiba/imoveis/3-quartos-sendo-1-suite-proximo-a-igreja-st-antonio-422677315,1
,,Cabo Branco,58045-000,,2017-12-04,"Apartamento mobiliado à beira-mar do Cabo branco, com 1 quarto, banheiro, com móveis projetados, eletrodomésticos e utensílios. Prédio novo com piscina na cobertura. Linda vista.R$ 1.600,00 com condomínio.Tim/ Whatsapp: 99936-4940CÓD: A0395",422677216,João Pessoa,1,1600,Aluguel - apartamento padrão,"Oportunidade - Apartamento beira mar de Cabo Branco, 1qto mobiliado",http://pb.olx.com.br/paraiba/imoveis/oportunidade-apartamento-beira-mar-de-cabo-branco-1qto-mobiliado-422677216,1
,45,Estados,58030-000,,2017-12-04,"Quarto(s): 02sendo01suíteÁrea útil(m²): 45,40Posição: LesteSala(s): 02 AmbientesCozinha: 01Wc(s): 01Área de serviço: 01Acomodações e LazerÁgua individualÁrea de LazerBar de apoioElevadorEspaço GourmetHall SocialInterfoneKids Clube PiscinaRevestimento ExternoRevestimento InternoRua pavimentadaSalão de festasSalão de jogosSob pilotis*Armários embaixo da Bancada da cozinha,box e espelhos no banheiro!!OBS: Aluguel + Condomínio.VALOR FINAL(R$1.250,00)",422681458,João Pessoa,2,1250,Aluguel - apartamento padrão,"Apartamento de 2 Quartos no Bairro dos Estados,com área de lazer completa,Andar Alto",http://pb.olx.com.br/paraiba/imoveis/apartamento-de-2-quartos-no-bairro-dos-estados-com-area-de-lazer-completa-andar-alto-422681458,1
,120,Alto do Mateus,58101-255,R$ 500,2017-12-04,"Alugo apartamento em Camboinha 3, com 120 m2, com uma suíte, mais dois quartos com um banheiro por fora, todos com ar condicionado, mais dependência de empregada completa, cozinha com fogão, geladeira e freezer, área de serviço, uma vaga na garagem coberta, mas espaço por fora para mais carro dentro do prédio, a 150 m do mar (na rua atrás da Max Zagael), faço 3 meses por R$ 8.000, incluído condomínio com água, fora energia e gás. Caso seja por mês individual, seria da seguinte forma: 3.000 (dezembro), 4.000 (janeiro) e 3.000 (fevereiro)",416335835,João Pessoa,3,0,Aluguel - apartamento padrão,"Alugo apartamento em Camboinha 3, temporada, 3 meses corridos ou mensal, 150 m do mar",http://pb.olx.com.br/paraiba/imoveis/alugo-apartamento-em-camboinha-3-temporada-3-meses-corridos-ou-mensal-150-m-do-mar-416335835,1
,140,Bessa,58035-010,R$ 2500,2017-12-04,"LIGUE JÁ e agende uma visita!(83) 98887-3095 -> Oi (WhatsApp >Telegram >Viber)(83) 99687-6785 -> TimPedro AlvaresCorretor de ImóveisCRECI 6394 FPOR FAVOR! LEIA TODO O ANÚNCIO!Excelente apto pra locação no Bairro do Bessa de frente para o Mar, na calçadinha...R$ 2.500,00 com Condomínio Incluso.APTO:-140m²-3 suítes, (os 3 com armários e uma suíte com banheira)-Sala para 2 ambientes, com rack e armários,-Cozinha, (armários projetados)-Área de serviço, (armários projetados)-DCE (com pratilheiras)-Lavabo-3º andar,-posição sul, muito ventilado,-varanda com vista do mar,-2 vagas na garagemPRÉDIO:-Elevador-Portaria 24h,-Salão de festas,-Piscina,-gerador,-idade de construção uns 20 anos......",422606588,João Pessoa,3,2500,Aluguel - apartamento padrão,"Bessa, na calçadinha de frente para o mar do, 140m²",http://pb.olx.com.br/paraiba/imoveis/bessa-na-calcadinha-de-frente-para-o-mar-do-140m-422606588,2
,,Manaíra,58039-180,,2017-12-04,"Excelente apartamento para vender ou alugar com ótima localização no melhor do bairro Manaíra!- Área útil: 204,00m²- Quartos: 4- Suítes: 3- Garagens: 2- Salas: 2- Banheiros: 1Diferenciais:- Elevador- Entrada de serviço- Hall social- Móveis planejados- Papel de parede- Circuito interno de TV- Portão eletrônico- Porteiro 24h- Piscina adulto- Salão de festasVenda R$ 650 milAluguel: R$ 3.500,00 com condomínioCRECI 007-J",422625362,João Pessoa,4,3500,Aluguel - apartamento padrão,"Apartamento para vender ou alugar, Manaíra, João Pessoa, PB - 204m²",http://pb.olx.com.br/paraiba/imoveis/apartamento-para-vender-ou-alugar-manaira-joao-pessoa-pb-204m-422625362,
,,Aeroclube,58036-460,,2017-12-04,Tenho um quarto disponível para alugar no condomínio Val paraíso bairro Bessa. quem tiver interesse pode entrar em contato pelo número: 83 998667533 falar com Sttepherson,422684867,João Pessoa,,300,,Alugo quarto,http://pb.olx.com.br/paraiba/imoveis/alugo-quarto-422684867,
,,Cabo Branco,58045-000,,2017-12-04,"Apartamento com 2 suítes, sala para 2 ambientes, varanda, wc social, cozinha americana, área de serviço, 2 vagas (sendo 1 rotativa). Prédio com elevador, piscina, salão de festas, porteiro 24 horas, etc.R$ 2.100,00 + 580,00 (do condomínio)Whatsapp: (83) 99936-4940CÓD: A0692",422682118,João Pessoa,2,2100,Aluguel - apartamento padrão,"Excelente apt à beira-mar do Cabo Branco, 2 vagas",http://pb.olx.com.br/paraiba/imoveis/excelente-apt-a-beira-mar-do-cabo-branco-2-vagas-422682118,2
,159,Bancários,58051-650,,2017-12-04,"apartamento mobiliado no edifício Cristiane 1° andar 3 quartos sendo uma suíte, WC social, sala ampla para 2 ambientes, cozinha com armários planejados, área de serviço, dispensa, 2 vagas de garagens com portão eletrônico, com todas mobília:- geladeira.- fogão.- 02 mesas com seis cadeiras.- microondas.- sanduicheiras.- 02 sofá.- 02 camas de casal.- 02 camas de solteiro.- 03 TV.- 02 acondicionado.- 02 ventilador.mais utensílios. menos de 80 metros dá praia no bessa. mais informações ligue:(83) 9.9995-4233 (Tim whatsaap)(83) 9.8766-0850 (Oi)",319513134,João Pessoa,3,2000,Aluguel - apartamento padrão,Apartamento mobiliado 159 m² na Argemiro de Figueiredo av. principal no Bessa,http://pb.olx.com.br/paraiba/imoveis/apartamento-mobiliado-159-m-na-argemiro-de-figueiredo-av-principal-no-bessa-319513134,2
